name, sales ,date
Cami Kosinski," 882,235 ",24/6/2020
Birdie Fleischman," 458,154 ",24/6/2020
Susanna Brandes," 1,158,310 ",24/6/2020
Lanelle Haygood," 322,851 ",24/6/2020
Elbert Setliff," 698,532 ",24/6/2020
Hoyt Saner," 366,400 ",24/6/2020
Mee Riggleman," 940,766 ",24/6/2020
Liane Hankinson," 1,182,694 ",24/6/2020
Farah Munsterman," 757,096 ",24/6/2020
Adrianna Sweetland," 158,148 ",24/6/2020
Roxie Broady," 90,379 ",24/6/2020
Ashton Lacombe," 1,367,396 ",24/6/2020
Ardath Albro," 1,117,694 ",24/6/2020
Elroy Eddings," 776,738 ",24/6/2020
Kendal Westerfield," 1,484,665 ",24/6/2020
Rick Keffer," 784,985 ",24/6/2020
Jeanmarie Drown," 633,198 ",24/6/2020
Katherine Lafontant," 1,192,856 ",25/6/2020
Gregorio Carwile," 1,097,615 ",25/6/2020
Divina Nix," 308,583 ",25/6/2020
Susanna Brandes," 821,461 ",25/6/2020
Ashton Lacombe," 984,018 ",25/6/2020
Celeste Pricer," 148,981 ",25/6/2020
Darnell Rich," 734,768 ",25/6/2020
Rosetta Lorenzen," 177,503 ",25/6/2020
Brandi Organ," 674,346 ",25/6/2020
Grace Febus," 905,314 ",25/6/2020
Stephani Eisenmann," 1,210,442 ",25/6/2020
Victor Roselli," 297,516 ",25/6/2020
Shantelle Mcgrane," 1,073,670 ",25/6/2020
Hildegarde Rench," 484,387 ",25/6/2020
Lisbeth Almy," 754,236 ",25/6/2020
Hoyt Saner," 453,119 ",25/6/2020
Eladia Board," 735,385 ",25/6/2020
Alan Tee," 17,636 ",25/6/2020
Marilyn Eiler," 788,334 ",25/6/2020
Paige Bain," 1,134,958 ",25/6/2020
Serina Ballantyne," 911,236 ",25/6/2020
Davida Barsky," 206,083 ",25/6/2020
Ronni Alberson," 308,283 ",25/6/2020
Breanne Prentiss," 822,620 ",25/6/2020
Liane Hankinson," 367,780 ",25/6/2020
Yasmine Costello," 1,408,734 ",26/6/2020
Tamara Marcinek," 1,393,238 ",26/6/2020
Dollie Seymour," 1,462,850 ",26/6/2020
Kenia Favela," 871,872 ",26/6/2020
Myrtle Cossey," 486,544 ",26/6/2020
Susanna Brandes," 477,542 ",26/6/2020
Clorinda Cayetano," 369,453 ",26/6/2020
Dewitt Kennerson," 157,719 ",26/6/2020
Benedict Blumberg," 3,772 ",26/6/2020
Nickie Shott," 191,129 ",26/6/2020
Breanne Prentiss," 628,357 ",26/6/2020
Donny Mailhot," 442,213 ",26/6/2020
Hester Mazzariello," 1,438,698 ",26/6/2020
Celia Banning," 255,208 ",26/6/2020
Mariette Huson," 113,018 ",26/6/2020
Collin Millsap," 1,383,043 ",26/6/2020
Madie Nevels," 346,307 ",26/6/2020
Elza Tews," 370,530 ",26/6/2020
Tomika Hedberg," 620,122 ",26/6/2020
Dewey Zalewski," 1,355,199 ",26/6/2020
Romelia Armbruster," 1,455,281 ",26/6/2020
Myrtle Cossey," 20,407 ",26/6/2020
Geri Guan," 1,365,288 ",26/6/2020
Leonore Degreenia," 1,064,306 ",26/6/2020
Ardis Wille," 526,152 ",26/6/2020
Leandra Tank," 674,596 ",26/6/2020
Dorene Tarry," 1,442,683 ",26/6/2020
Allene Hone," 1,226,573 ",26/6/2020
Celestina Dartez," 32,235 ",26/6/2020
Herta Weidner," 1,352,721 ",26/6/2020
Patty Minardi," 1,192,292 ",26/6/2020
Linnea Molton," 803,341 ",26/6/2020
Donnie Mccrystal," 557,491 ",26/6/2020
Phil Quintero," 1,301,251 ",26/6/2020
Roxanna Cheyne," 292,577 ",27/6/2020
Sharee Penfield," 114,794 ",27/6/2020
Louis Machnik," 839,387 ",27/6/2020
Keesha Salamone," 1,431,557 ",27/6/2020
Wendolyn Fessenden," 473,028 ",27/6/2020
Parker Gebhart," 436,618 ",27/6/2020
Roxie Broady," 983,166 ",27/6/2020
Ariel Maley," 46,430 ",27/6/2020
Berry Right," 1,164,210 ",27/6/2020
Erma Gerken," 567,721 ",27/6/2020
Lissette Heidelberg," 106,528 ",27/6/2020
Victor Roselli," 298,226 ",27/6/2020
Jerrod Lemonds," 810,232 ",27/6/2020
Shira Lemelin," 1,330,472 ",27/6/2020
Ernesto Cullison," 629,660 ",27/6/2020
Nguyet Vaz," 1,006,341 ",27/6/2020
Collin Millsap," 1,413,231 ",27/6/2020
Harland Greenspan," 138,599 ",27/6/2020
Sun Kaplan," 501,993 ",27/6/2020
Hipolito Lovvorn," 500,343 ",27/6/2020
Charisse Orman," 1,069,171 ",27/6/2020
Moshe Filice," 394,104 ",27/6/2020
Bambi Wynne," 1,494,795 ",27/6/2020
Jerome Leeman," 1,193,454 ",27/6/2020
Tanja Inks," 1,219,027 ",27/6/2020
Patti Boeke," 299,572 ",27/6/2020
Lucrecia Sutera," 140,922 ",28/6/2020
Gerri Charon," 201,441 ",28/6/2020
Frederica Powe," 99,578 ",28/6/2020
Linnea Molton," 1,275,845 ",28/6/2020
Luise Eccles," 318,217 ",28/6/2020
Anderson Ojeda," 200,959 ",28/6/2020
Lizzette Baumer," 1,452,393 ",28/6/2020
Dorla Greenburg," 1,400,728 ",28/6/2020
Elvie Plumber," 449,918 ",28/6/2020
Nickie Shott," 517,046 ",28/6/2020
Divina Nix," 658,693 ",28/6/2020
Estella Reinert," 200,227 ",28/6/2020
Allene Hone," 958,995 ",28/6/2020
Bethann Coonrod," 247,780 ",28/6/2020
Aaron Killingsworth," 713,970 ",28/6/2020
Ahmad Karlin," 308,232 ",28/6/2020
Genoveva Even," 1,354,432 ",28/6/2020
Enda Mascorro," 484,364 ",28/6/2020
Jeramy Hagwood," 186,856 ",28/6/2020
Bonita Gunnerson," 1,491,234 ",28/6/2020
Georgianna Calloway," 405,574 ",28/6/2020
Isiah Delaughter," 1,074,917 ",28/6/2020
Nelly Mclain," 264,647 ",28/6/2020
Marianela Henline," 211,094 ",28/6/2020
Dave Dressler," 526,296 ",28/6/2020
Sha Middlebrooks," 109,524 ",28/6/2020
Sue Raffa," 208,800 ",28/6/2020
Hilaria Ashmore," 312,292 ",28/6/2020
Susanna Brandes," 1,376,803 ",28/6/2020
Ilona Langlois," 1,331,698 ",28/6/2020
Rocky Larocque," 1,109,660 ",29/6/2020
Wendolyn Fessenden," 1,235,047 ",29/6/2020
Josiah Motta," 304,628 ",29/6/2020
Ruthie Poe," 858,321 ",29/6/2020
Shawnna Whitley," 1,164,286 ",29/6/2020
Susanna Brandes," 697,856 ",29/6/2020
Jere Rascoe," 1,145,357 ",29/6/2020
Corine Shepherd," 336,516 ",29/6/2020
Colby Vereen," 81,884 ",29/6/2020
Bambi Wynne," 1,417,239 ",29/6/2020
Flor Fairchild," 588,335 ",29/6/2020
Hester Mazzariello," 609,480 ",29/6/2020
Treena Barna," 8,238 ",29/6/2020
Johanna Hilbert," 869,334 ",29/6/2020
Sharell Hooten," 815,469 ",29/6/2020
Margene Collin," 1,223,916 ",29/6/2020
Criselda Dublin," 1,461,675 ",29/6/2020
Thomasina Betances," 443,535 ",29/6/2020
Zandra Feather," 89,396 ",29/6/2020
Mica Coburn," 856,265 ",29/6/2020
Jeanmarie Drown," 353,614 ",29/6/2020
Karena Paiva," 336,370 ",29/6/2020
Sha Middlebrooks," 1,352,840 ",29/6/2020
Sarita Cripe," 389,753 ",29/6/2020
Deangelo Ricci," 535,545 ",29/6/2020
Clayton Chapel," 1,068,956 ",29/6/2020
Angela Strawbridge," 958,836 ",29/6/2020
Jerrod Lemonds," 1,435,935 ",29/6/2020
Ileen Rezentes," 513,952 ",29/6/2020
Lanelle Haygood," 728,988 ",29/6/2020
Stanley Margolin," 753,892 ",30/6/2020
Toni Mullen," 983,568 ",30/6/2020
Herta Weidner," 20,618 ",30/6/2020
Shanta Ramerez," 642,115 ",30/6/2020
Wilber Simmer," 995,645 ",30/6/2020
Tamara Marcinek," 1,081,851 ",30/6/2020
Hester Mazzariello," 743,309 ",30/6/2020
Dollie Seymour," 966,998 ",30/6/2020
Leo Torrain," 199,541 ",30/6/2020
Hosea Cybart," 263,014 ",30/6/2020
Dave Dressler," 389,669 ",30/6/2020
Neda Parise," 1,479,461 ",30/6/2020
Elissa Sitsler," 229,912 ",30/6/2020
Marhta Wynne," 633,382 ",30/6/2020
Jung Alva," 92,829 ",30/6/2020
Nerissa Vanatta," 129,995 ",30/6/2020
Dewey Zalewski," 556,302 ",30/6/2020
Rosette Hackler," 1,140,193 ",30/6/2020
Rima Glaspie," 881,633 ",30/6/2020
Clayton Chapel," 337,723 ",30/6/2020
Jung Irion," 982,761 ",30/6/2020
Nannie Dyment," 751,558 ",30/6/2020
Melody Bouffard," 399,164 ",1/7/2020
Tanja Inks," 291,704 ",1/7/2020
Nannie Dyment," 1,022,051 ",1/7/2020
Hipolito Lovvorn," 470,560 ",1/7/2020
Carmine Hamburg," 1,188,936 ",1/7/2020
Juliann Levi," 693,467 ",1/7/2020
Kiersten Mannion," 945,504 ",1/7/2020
Chase Coolidge," 996,615 ",1/7/2020
Olene Reitz," 1,348,350 ",1/7/2020
Charisse Orman," 1,484,881 ",1/7/2020
Sharee Penfield," 582,488 ",1/7/2020
Benedict Blumberg," 1,452,496 ",1/7/2020
Corine Shepherd," 572,911 ",1/7/2020
Lorilee Crosland," 252,018 ",1/7/2020
Elliot Mccaffery," 20,720 ",1/7/2020
Roxie Broady," 572,302 ",1/7/2020
Mirtha Shrout," 1,310,129 ",1/7/2020
Darnell Rich," 184,833 ",1/7/2020
Pearly Arreguin," 542,057 ",1/7/2020
Hester Mazzariello," 524,502 ",1/7/2020
Brianna Navas," 1,252,819 ",1/7/2020
Izola Adams," 988,733 ",1/7/2020
Earnest Carson," 609,104 ",1/7/2020
Alda Marciniak," 802,126 ",1/7/2020
Sarai Yoo," 281,189 ",1/7/2020
Alexa Seitz," 458,319 ",1/7/2020
Meg Isabell," 1,220,291 ",1/7/2020
Vallie Bakke," 439,593 ",1/7/2020
Chet Pitts," 1,000,637 ",1/7/2020
Olene Reitz," 872,326 ",1/7/2020
Rosario Rizzo," 500,650 ",1/7/2020
Korey Mickelsen," 1,264,118 ",1/7/2020
Danyel Ervin," 977,698 ",1/7/2020
Bebe Gama," 986,931 ",1/7/2020
Wilber Simmer," 1,183,004 ",1/7/2020
Celestina Dartez," 828,582 ",1/7/2020
Morgan Caylor," 1,020,355 ",1/7/2020
Alison Cordell," 804,248 ",2/7/2020
Vilma Towner," 473,573 ",2/7/2020
Alejandrina Mandelbaum," 203,500 ",2/7/2020
Teresita Prouty," 524,812 ",2/7/2020
Jung Irion," 845,951 ",2/7/2020
Maragaret Tomlinson," 1,217,610 ",2/7/2020
Yukiko Post," 1,211,068 ",2/7/2020
Pinkie Bufford," 491,792 ",2/7/2020
Wan Chappell," 750,111 ",2/7/2020
Tyisha Ahumada," 867,420 ",2/7/2020
Marcella Barber," 1,329,193 ",2/7/2020
Vera Mckamie," 960,483 ",2/7/2020
Dortha Kearns," 864,522 ",2/7/2020
Bebe Gama," 827,874 ",2/7/2020
Giuseppe Deville," 282,794 ",2/7/2020
Jeramy Hagwood," 1,376,422 ",2/7/2020
Divina Nix," 371,536 ",2/7/2020
Angela Strawbridge," 1,455,099 ",2/7/2020
Bethann Coonrod," 1,287,088 ",2/7/2020
Kendal Westerfield," 211,994 ",2/7/2020
Ileen Rezentes," 1,009,604 ",2/7/2020
Delisa Gurganus," 734,112 ",2/7/2020
Luise Current," 1,005,219 ",2/7/2020
Celia Banning," 902,985 ",2/7/2020
Melody Bouffard," 1,050,989 ",2/7/2020
Vilma Towner," 759,659 ",2/7/2020
Dorcas Oakley," 701,780 ",2/7/2020
Virgie Gibb," 458,119 ",2/7/2020
Lady Kron," 86,132 ",2/7/2020
Jalisa Ingalls," 1,126,230 ",2/7/2020
Ozie Simerly," 501,928 ",2/7/2020
Gregorio Carwile," 229,581 ",2/7/2020
Marilyn Eiler," 1,239,131 ",3/7/2020
Kenia Lozoya," 871,225 ",3/7/2020
Paige Bain," 1,444,783 ",3/7/2020
Brunilda Ehrhardt," 498,351 ",3/7/2020
Shae Buggs," 712,110 ",3/7/2020
Zandra Feather," 548,880 ",3/7/2020
Cori Raub," 689,796 ",3/7/2020
Roxanne Linzey," 832,603 ",3/7/2020
Frankie Argento," 961,265 ",3/7/2020
Sharika Schuler," 818,560 ",3/7/2020
Betsy Meserve," 535,490 ",3/7/2020
Marianela Henline," 237,819 ",3/7/2020
Ivana Murnane," 194,766 ",3/7/2020
Lorna Kliebert," 1,435,855 ",3/7/2020
Maragaret Tomlinson," 1,167,899 ",3/7/2020
Kia Ureno," 1,224,810 ",3/7/2020
Dustin Coyne," 1,206,046 ",3/7/2020
Bennie Krom," 466,810 ",3/7/2020
Emory Nishimoto," 1,409,376 ",3/7/2020
Rochelle Patnode," 1,061,433 ",3/7/2020
Aline Wirth," 302,385 ",3/7/2020
Latina Terry," 325,070 ",3/7/2020
Samatha Lair," 288,192 ",3/7/2020
Dorla Harbert," 183,183 ",3/7/2020
Carmine Hamburg," 331,060 ",3/7/2020
Joey Doris," 1,034,631 ",3/7/2020
Loan Puryear," 377,822 ",3/7/2020
Martha Stiverson," 8,371 ",3/7/2020
Colby Vereen," 282,031 ",3/7/2020
Susannah Watkin," 1,201,697 ",3/7/2020
Faustina Quesenberry," 599,466 ",3/7/2020
Brianne Chaparro," 1,257,798 ",3/7/2020
Rocco Prichard," 1,456,177 ",3/7/2020
Amy Shockley," 1,019,791 ",3/7/2020
Pok Hesson," 91,198 ",3/7/2020
Meg Isabell," 1,236,020 ",3/7/2020
Teresita Prouty," 611,474 ",3/7/2020
Samella Dively," 95,289 ",3/7/2020
Thomasina Betances," 1,171,212 ",4/7/2020
Crista Gump," 598,671 ",4/7/2020
Wendolyn Fessenden," 1,378,011 ",4/7/2020
Lorna Kliebert," 693,051 ",4/7/2020
Nannie Dyment," 973,740 ",4/7/2020
Tomika Hedberg," 599,235 ",4/7/2020
Crissy Windsor," 22,471 ",4/7/2020
Teresita Prouty," 1,083,764 ",4/7/2020
Silvia Hauge," 1,154,164 ",4/7/2020
Emiko Fredricks," 488,352 ",4/7/2020
Tyron Brackett," 54,873 ",4/7/2020
Leanna Custis," 573,833 ",4/7/2020
Rocky Larocque," 928,003 ",4/7/2020
Chastity Immel," 869,046 ",4/7/2020
Belva Antos," 1,008,487 ",4/7/2020
Josiah Motta," 1,409,965 ",4/7/2020
Harold Oja," 1,307,630 ",4/7/2020
Ileen Rezentes," 987,614 ",4/7/2020
Divina Nix," 708,218 ",4/7/2020
Julie Giesen," 857,021 ",4/7/2020
Noe Lamotte," 1,270,456 ",4/7/2020
Zora Lodge," 398,229 ",4/7/2020
Gerri Charon," 193,543 ",4/7/2020
Shira Lemelin," 459,867 ",4/7/2020
Mica Coburn," 983,231 ",4/7/2020
Darnell Rich," 737,797 ",4/7/2020
Patty Minardi," 1,047,916 ",4/7/2020
Emerita Fralick," 1,148,422 ",4/7/2020
Warner Chiarello," 119,454 ",5/7/2020
Kallie Penrod," 1,445,765 ",5/7/2020
Loan Puryear," 145,984 ",5/7/2020
Audria Irizarry," 1,223,167 ",5/7/2020
Wilber Simmer," 448,411 ",5/7/2020
Joel Faler," 1,015,669 ",5/7/2020
Stormy Edberg," 491,553 ",5/7/2020
Franklin Ricciardi," 1,333,633 ",5/7/2020
Ashton Lacombe," 1,202,355 ",5/7/2020
Evelyn Bonneau," 685,538 ",5/7/2020
Sha Middlebrooks," 994,714 ",5/7/2020
Corine Shepherd," 1,268,908 ",5/7/2020
Liane Hankinson," 820,816 ",5/7/2020
Delisa Gurganus," 407,890 ",5/7/2020
Aaron Killingsworth," 376,718 ",5/7/2020
Lelia Secord," 855,179 ",5/7/2020
Ayako Frick," 1,379,904 ",5/7/2020
Crissy Windsor," 120,157 ",5/7/2020
Thaddeus Kroeger," 28,173 ",5/7/2020
Mee Riggleman," 1,465,624 ",5/7/2020
Curt Lant," 128,350 ",5/7/2020
Josiah Motta," 802,248 ",5/7/2020
Odessa Franz," 426,208 ",5/7/2020
Renate Ruddick," 44,031 ",5/7/2020
Wilber Simmer," 1,346,741 ",5/7/2020
Sean Heckman," 396,636 ",5/7/2020
Myrtle Cossey," 1,474,037 ",5/7/2020
Luise Eccles," 1,433,781 ",5/7/2020
Larraine Gobeil," 969,691 ",5/7/2020
Sachiko Sommerville," 954,326 ",5/7/2020
Jere Rascoe," 1,122,899 ",5/7/2020
Lisa Klingbeil," 814,349 ",5/7/2020
Loan Puryear," 392,889 ",5/7/2020
Marisela Illingworth," 1,257,637 ",5/7/2020
Leeanna Link," 890,491 ",6/7/2020
Jane Carlton," 169,474 ",6/7/2020
Georgianna Calloway," 972,292 ",6/7/2020
Leann Bowen," 1,384,608 ",6/7/2020
Harland Greenspan," 1,228,589 ",6/7/2020
Samantha Atilano," 960,786 ",6/7/2020
Samella Dively," 272,742 ",6/7/2020
Chrystal Cephas," 881,093 ",6/7/2020
Katherine Lafontant," 1,278,683 ",6/7/2020
Sean Lamberson," 521,446 ",6/7/2020
Ileen Rezentes," 646,752 ",6/7/2020
Ivana Murnane," 35,311 ",6/7/2020
Dewitt Kennerson," 958,992 ",6/7/2020
Tilda Alarcon," 1,112,173 ",6/7/2020
Ivonne Yeoman," 205,619 ",6/7/2020
Odessa Meaney," 882,093 ",6/7/2020
Natalie Karlin," 618,557 ",6/7/2020
Lorilee Crosland," 1,136,661 ",6/7/2020
Paige Bain," 1,446,985 ",6/7/2020
Adrianna Sweetland," 1,358,196 ",6/7/2020
Alisia Hogue," 252,776 ",6/7/2020
Latina Terry," 400,135 ",6/7/2020
Thaddeus Kroeger," 320,995 ",6/7/2020
Tanja Inks," 630,082 ",6/7/2020
Illa Jaffee," 776,868 ",6/7/2020
Yuonne Espada," 1,127,393 ",6/7/2020
Celia Banning," 32,396 ",6/7/2020
Bonita Gunnerson," 1,414,610 ",6/7/2020
Clayton Chapel," 1,115,066 ",6/7/2020
Dewitt Kennerson," 575,988 ",6/7/2020
Meg Isabell," 63,017 ",6/7/2020
Hipolito Lovvorn," 423,015 ",6/7/2020
Glady Sugarman," 481,058 ",6/7/2020
Alexa Seitz," 419,229 ",6/7/2020
Korey Mickelsen," 1,218,886 ",6/7/2020
Myrtle Cossey," 614,378 ",7/7/2020
Lela Anding," 1,470,562 ",7/7/2020
Glady Sugarman," 1,117,025 ",7/7/2020
Martha Stiverson," 565,600 ",7/7/2020
Audria Irizarry," 338,809 ",7/7/2020
Patti Boeke," 517,995 ",7/7/2020
Cara Witherow," 437,395 ",7/7/2020
Del Najar," 171,916 ",7/7/2020
Kenia Lozoya," 706,117 ",7/7/2020
Eladia Board," 1,055,654 ",7/7/2020
Cleveland Tung," 1,302,114 ",7/7/2020
Chase Coolidge," 857,306 ",7/7/2020
Elliot Mccaffery," 705,498 ",7/7/2020
Larraine Gobeil," 172,588 ",7/7/2020
Delphine Teague," 131,343 ",7/7/2020
Nestor Lundell," 1,126,623 ",7/7/2020
Dale Dysart," 310,630 ",7/7/2020
Thomasina Betances," 1,285,697 ",7/7/2020
Faustina Quesenberry," 991,632 ",7/7/2020
Davida Barsky," 622,054 ",7/7/2020
Aline Wirth," 1,466,329 ",7/7/2020
Tonya Gordan," 39,948 ",7/7/2020
Melaine Steverson," 624,252 ",7/7/2020
Birdie Fleischman," 1,411,202 ",7/7/2020
Darnell Rich," 888,757 ",8/7/2020
Kami Storms," 341,988 ",8/7/2020
Martha Stiverson," 665,521 ",8/7/2020
Cleveland Tung," 754,706 ",8/7/2020
Clayton Chapel," 947,337 ",8/7/2020
Yoshie Kies," 127,660 ",8/7/2020
Janise Tercero," 1,439,968 ",8/7/2020
Thomasina Betances," 1,264,190 ",8/7/2020
Criselda Dublin," 61,540 ",8/7/2020
Herta Weidner," 243,725 ",8/7/2020
Juliann Levi," 609,929 ",8/7/2020
Les Mcclellan," 1,135,566 ",8/7/2020
Lupita Brittan," 1,295,428 ",8/7/2020
Wan Chappell," 1,261,574 ",8/7/2020
Dewitt Kennerson," 1,303,832 ",8/7/2020
Ruthe Cockrum," 1,296,712 ",8/7/2020
Linnea Molton," 1,468,527 ",8/7/2020
Geri Guan," 1,011,812 ",8/7/2020
Chet Pitts," 370,999 ",8/7/2020
Georgine Aigner," 1,358,300 ",8/7/2020
Lanell Rodgers," 966,528 ",8/7/2020
Neal Oland," 1,121,620 ",8/7/2020
Marhta Wynne," 310,319 ",8/7/2020
Dominque Carney," 1,229,149 ",8/7/2020
Mica Coburn," 1,290,083 ",8/7/2020
Rufina Fawcett," 597,740 ",8/7/2020
Chastity Immel," 945,128 ",8/7/2020
Harriett Dauenhauer," 1,347,765 ",9/7/2020
Adriene Gauldin," 618,582 ",9/7/2020
Delicia Symes," 152,636 ",9/7/2020
Lakeesha Ruis," 460,253 ",9/7/2020
Celeste Pricer," 991,620 ",9/7/2020
Margarita Corcoran," 356,273 ",9/7/2020
Ranee Gulino," 417,521 ",9/7/2020
Madie Nevels," 481,790 ",9/7/2020
Aaron Killingsworth," 846,774 ",9/7/2020
Lanelle Haygood," 185,857 ",9/7/2020
Wynona Palmieri," 899,380 ",9/7/2020
Pearly Arreguin," 357,951 ",9/7/2020
Ardis Wille," 196,858 ",9/7/2020
Shayla Jacobi," 684,466 ",9/7/2020
Margene Walden," 354,946 ",9/7/2020
Zola Gaus," 93,335 ",9/7/2020
Ariel Maley," 589,217 ",9/7/2020
Buford Truss," 24,128 ",9/7/2020
Belen Ruggiero," 44,014 ",9/7/2020
Kami Storms," 1,116,530 ",9/7/2020
Leanna Custis," 545,800 ",9/7/2020
Leanne Rowles," 581,121 ",9/7/2020
Charlesetta Fall," 407,414 ",9/7/2020
Delphine Teague," 8,908 ",9/7/2020
Yukiko Post," 1,138,027 ",9/7/2020
Esmeralda Freeborn," 970,203 ",9/7/2020
Allyson Ancheta," 399,116 ",9/7/2020
Fabian Gamez," 1,009,571 ",9/7/2020
Inga Bove," 1,163,461 ",9/7/2020
Eugena Trojanowski," 1,290,600 ",9/7/2020
Buford Truss," 979,409 ",9/7/2020
Salley Marcoux," 1,277,201 ",10/7/2020
Dortha Kuntz," 427,037 ",10/7/2020
Nguyet Vaz," 345,352 ",10/7/2020
Pinkie Bufford," 527,983 ",10/7/2020
Stanley Margolin," 1,260,313 ",10/7/2020
Rosario Rizzo," 83,922 ",10/7/2020
Jacquie Emrich," 530,524 ",10/7/2020
Julie Giesen," 653,000 ",10/7/2020
Lizzette Baumer," 295,872 ",10/7/2020
Miyoko Pilot," 90,642 ",10/7/2020
Lavette Duggan," 1,419,187 ",10/7/2020
Eugena Trojanowski," 1,141,001 ",10/7/2020
Bonita Gunnerson," 325,703 ",10/7/2020
Ryann Muise," 1,405,500 ",10/7/2020
Lorna Kliebert," 1,428,002 ",10/7/2020
Tayna Kallas," 1,309,730 ",10/7/2020
Yasmine Costello," 578,221 ",10/7/2020
Dudley Naab," 920,318 ",10/7/2020
Corinne Wingerter," 305,476 ",10/7/2020
Noemi Mcabee," 750,321 ",11/7/2020
Shella Bassler," 296,443 ",11/7/2020
Tamara Marcinek," 887,742 ",11/7/2020
Nelly Mclain," 644,370 ",11/7/2020
Zoraida Gertner," 1,370,282 ",11/7/2020
Wilber Simmer," 409,788 ",11/7/2020
Dori Gamble," 450,215 ",11/7/2020
Samatha Lair," 1,144,360 ",11/7/2020
Wendolyn Fessenden," 1,120,145 ",11/7/2020
Leanna Custis," 235,855 ",11/7/2020
Jaqueline Almquist," 1,309,713 ",11/7/2020
Warner Chiarello," 1,392,816 ",11/7/2020
Glynis Kunz," 838,576 ",11/7/2020
Amy Shockley," 1,112,675 ",11/7/2020
Clayton Chapel," 635,986 ",11/7/2020
Luise Eccles," 1,132,440 ",11/7/2020
Lanelle Haygood," 967,799 ",11/7/2020
Stuart Gabor," 1,349,666 ",11/7/2020
Eleanore Schley," 161,334 ",11/7/2020
Marita Hintz," 845,058 ",11/7/2020
Margarita Corcoran," 1,451,979 ",11/7/2020
Ayako Frick," 1,499,788 ",11/7/2020
Wendell Ginsburg," 1,200,401 ",11/7/2020
Susanna Brandes," 417,772 ",11/7/2020
Kiley Stancill," 837,845 ",11/7/2020
Morgan Caylor," 1,323,276 ",11/7/2020
Bettina Panetta," 1,385,768 ",11/7/2020
Nguyet Vaz," 825,831 ",11/7/2020
Millicent Beamon," 170,113 ",11/7/2020
Lissette Heidelberg," 471,024 ",11/7/2020
Joelle Feldman," 415,151 ",11/7/2020
Karlene Tuff," 329,938 ",11/7/2020
Felicitas Pine," 898,013 ",11/7/2020
Teresita Prouty," 26,261 ",12/7/2020
Dudley Naab," 201,687 ",12/7/2020
Linnea Molton," 936,008 ",12/7/2020
Winnifred Strebel," 119,958 ",12/7/2020
Marianela Henline," 365,016 ",12/7/2020
Dustin Coyne," 788,729 ",12/7/2020
Dominque Carney," 68,704 ",12/7/2020
Sun Kaplan," 1,066,471 ",12/7/2020
Charlesetta Fall," 418,365 ",12/7/2020
Margene Collin," 776,045 ",12/7/2020
Pok Hesson," 5,438 ",12/7/2020
Leticia Michelsen," 846,896 ",12/7/2020
Muoi Schendel," 639,913 ",12/7/2020
Evelyn Bonneau," 1,411,043 ",12/7/2020
Rosette Custer," 1,459,183 ",12/7/2020
Julio Zemlicka," 167,039 ",12/7/2020
Zandra Feather," 927,195 ",12/7/2020
Margene Walden," 414,386 ",12/7/2020
Michell Corrigan," 169,515 ",12/7/2020
Loida Tartaglia," 1,110,792 ",12/7/2020
Lyman Mcgarry," 819,855 ",12/7/2020
Dorcas Oakley," 590,984 ",12/7/2020
Leanna Custis," 1,021,821 ",12/7/2020
Hester Mazzariello," 1,464,785 ",12/7/2020
Cori Raub," 26,116 ",12/7/2020
Chastity Immel," 742,224 ",12/7/2020
Sara Dillahunty," 1,372,040 ",12/7/2020
Buster Keppler," 502,822 ",12/7/2020
Geri Guan," 794,788 ",12/7/2020
Hester Mazzariello," 38,010 ",12/7/2020
Young Kensey," 773,938 ",13/7/2020
Eugena Trojanowski," 146,339 ",13/7/2020
Kit Nogle," 936,737 ",13/7/2020
Ivana Murnane," 1,248,307 ",13/7/2020
Yuri Beltran," 16,914 ",13/7/2020
Frankie Argento," 73,223 ",13/7/2020
Tabetha Cressey," 230,589 ",13/7/2020
Opal Recker," 1,246,850 ",13/7/2020
Kenia Favela," 1,193,733 ",13/7/2020
Bennie Frei," 597,715 ",13/7/2020
Warner Chiarello," 1,394,058 ",13/7/2020
Lucrecia Sutera," 718,224 ",13/7/2020
Cassey Brewster," 5,407 ",13/7/2020
Mindy Hehn," 392,551 ",13/7/2020
Bobbye Mccraney," 1,460,820 ",13/7/2020
Melody Bouffard," 515,601 ",13/7/2020
Yuri Beltran," 677,527 ",13/7/2020
Tamara Marcinek," 1,150,265 ",13/7/2020
Cami Kosinski," 183,809 ",13/7/2020
Alda Marciniak," 566,320 ",13/7/2020
Margene Walden," 1,329,237 ",13/7/2020
Johanna Hilbert," 456,574 ",13/7/2020
Luigi Bevins," 1,087,599 ",13/7/2020
Ima Gaudreau," 116,554 ",13/7/2020
Geri Guan," 1,358,915 ",13/7/2020
Korey Mickelsen," 1,433,014 ",13/7/2020
Natalie Karlin," 51,019 ",13/7/2020
Melaine Steverson," 607,139 ",14/7/2020
Victor Roselli," 365,967 ",14/7/2020
Delisa Gurganus," 1,083,977 ",14/7/2020
Paulette Yerby," 723,331 ",14/7/2020
Basilia Janco," 541,403 ",14/7/2020
Kenia Lozoya," 1,148,562 ",14/7/2020
Georgianna Calloway," 1,004,842 ",14/7/2020
Shantelle Mcgrane," 309,134 ",14/7/2020
Judie Pocock," 66,629 ",14/7/2020
Luigi Bevins," 868,379 ",14/7/2020
Wendolyn Fessenden," 255,258 ",14/7/2020
